Workclass;fnlwgt;Capital Gain;Capital Loss;Hours per week;ID;Target
 Self-emp-not-inc;135416.0;0.0;0.0;50.0;577239871; <=50K
 Private;298225.0;0.0;0.0;35.0;587308506; <=50K
 Private;166740.0;0.0;0.0;40.0;623758814; <=50K
 Self-emp-not-inc;213668.0;0.0;1977.0;50.0;338598593; >50K
 Private;276624.0;0.0;0.0;40.0;323726612; <=50K
 Private;226789.0;0.0;0.0;58.0;80043933; <=50K
 Private;31023.0;0.0;0.0;45.0;468701883; <=50K
 Local-gov;116666.0;4650.0;0.0;48.0;706305029; <=50K
 Private;136986.0;0.0;0.0;35.0;117756010; >50K
 Private;179580.0;0.0;0.0;36.0;398880165; >50K
 Private;103277.0;0.0;0.0;24.0;127684849; <=50K
 Federal-gov;351141.0;0.0;0.0;40.0;292284203; <=50K
 Local-gov;191161.0;0.0;0.0;57.0;430758761; >50K
 Private;148709.0;0.0;0.0;25.0;446963676; <=50K
 Private;128382.0;0.0;0.0;45.0;462896683; <=50K
 Private;144361.0;0.0;0.0;50.0;254196444; >50K
 Private;172538.0;0.0;0.0;40.0;233833256; <=50K
 Private;102476.0;27828.0;0.0;50.0;88395094; >50K
 Private;46028.0;0.0;0.0;60.0;405663784; <=50K
 Private;198452.0;0.0;0.0;40.0;20157398; <=50K
 Private;193895.0;0.0;0.0;35.0;622344868; <=50K
 Private;233421.0;3411.0;0.0;45.0;133382575; <=50K
 Private;378747.0;0.0;0.0;40.0;560364574; <=50K
 Private;31251.0;0.0;0.0;37.0;479843456; <=50K
 Private;71540.0;0.0;0.0;40.0;449322020; <=50K
 Private;194772.0;0.0;1902.0;40.0;492715508; >50K
 Private;34568.0;3781.0;0.0;35.0;32083027; <=50K
 Self-emp-not-inc;36480.0;0.0;0.0;45.0;654339048; <=50K
 Private;116528.0;0.0;0.0;30.0;347594239; <=50K
 Private;52152.0;0.0;0.0;50.0;680668406; <=50K
 Private;216690.0;0.0;0.0;40.0;522019027; <=50K
 Local-gov;227065.0;0.0;0.0;22.0;516170813; <=50K
 Private;84013.0;0.0;0.0;35.0;392320595; <=50K
 Self-emp-inc;82051.0;0.0;0.0;40.0;669394986; <=50K
 Self-emp-not-inc;176185.0;0.0;0.0;60.0;636210142; <=50K
 Private;115414.0;0.0;0.0;40.0;536860218; >50K
 Self-emp-inc;493034.0;13550.0;0.0;50.0;300068726; >50K
 Private;354923.0;0.0;0.0;40.0;740346485; <=50K
 Private;393712.0;0.0;0.0;20.0;531545141; <=50K
 Private;98941.0;0.0;0.0;40.0;401250017; <=50K
 Private;141483.0;0.0;0.0;40.0;223090864; <=50K
 Private;172479.0;7688.0;0.0;40.0;499838230; >50K
 Private;226145.0;0.0;0.0;30.0;628287574; <=50K
 Private;394612.0;0.0;0.0;40.0;31017390; <=50K
 Private;231085.0;0.0;0.0;30.0;458000960; <=50K
 Self-emp-not-inc;183810.0;0.0;0.0;55.0;576797319; >50K
 Private;186159.0;0.0;0.0;40.0;67740336; <=50K
 Private;162282.0;0.0;0.0;25.0;502187982; <=50K
 Private;219021.0;15024.0;0.0;44.0;94720391; >50K
 Private;273206.0;0.0;0.0;23.0;342715862; <=50K
 Self-emp-inc;332355.0;15024.0;0.0;50.0;103357473; >50K
 Private;102729.0;0.0;0.0;15.0;705500111; <=50K
 Private;198096.0;0.0;0.0;40.0;20067504; >50K
 State-gov;292933.0;0.0;0.0;10.0;33264386; <=50K
 Private;135924.0;0.0;0.0;20.0;592497539; <=50K
 Private;99146.0;0.0;1977.0;50.0;166379044; >50K
 Private;27409.0;0.0;0.0;50.0;72429516; <=50K
 Private;299507.0;0.0;0.0;40.0;741343864; <=50K
 Self-emp-not-inc;102631.0;0.0;0.0;50.0;438667752; <=50K
 Private;153486.0;0.0;0.0;40.0;697252845; <=50K
 Private;434292.0;0.0;0.0;30.0;246235912; <=50K
 Self-emp-not-inc;240172.0;0.0;0.0;40.0;151245548; <=50K
 Private;219426.0;0.0;0.0;40.0;375214595; <=50K
 Private;295791.0;0.0;0.0;30.0;650029576; <=50K
 Private;114032.0;0.0;1887.0;45.0;427850096; >50K
 Local-gov;496382.0;0.0;0.0;40.0;741327487; <=50K
 Private;376483.0;0.0;0.0;30.0;354210176; <=50K
 Private;107218.0;0.0;0.0;40.0;658721513; <=50K
 Private;246207.0;0.0;0.0;20.0;413295448; <=50K
 ?;80564.0;0.0;0.0;60.0;73640035; <=50K
 Private;83089.0;7298.0;0.0;40.0;220545768; >50K
 Local-gov;328301.0;0.0;0.0;36.0;529044411; <=50K
 Local-gov;301614.0;0.0;0.0;40.0;200182857; <=50K
 Private;199739.0;7298.0;0.0;60.0;281261399; >50K
 Private;180060.0;2354.0;0.0;40.0;421699563; <=50K
 Private;121040.0;0.0;0.0;40.0;176075418; <=50K
 Private;125550.0;0.0;0.0;60.0;503212653; <=50K
 Private;170772.0;0.0;0.0;50.0;485764741; <=50K
 Private;180551.0;0.0;0.0;40.0;141444062; <=50K
 Self-emp-not-inc;48189.0;0.0;0.0;30.0;664683485; <=50K
 Private;432154.0;0.0;0.0;8.0;128229402; <=50K
 Private;263200.0;0.0;0.0;38.0;719931321; <=50K
 Private;123207.0;0.0;0.0;20.0;45697154; >50K
 Private;110798.0;0.0;0.0;20.0;42743909; <=50K
 Private;238481.0;0.0;1485.0;40.0;74157593; <=50K
 Private;185528.0;0.0;0.0;35.0;54439983; <=50K
 Private;181311.0;0.0;0.0;40.0;270606928; <=50K
 Private;528616.0;0.0;0.0;40.0;654618324; <=50K
 Private;272950.0;0.0;0.0;45.0;142288912; >50K
 ?;195532.0;0.0;0.0;40.0;622066718; <=50K
 Private;197583.0;0.0;0.0;20.0;99602349; <=50K
 Private;48612.0;0.0;0.0;35.0;254006071; <=50K
 Local-gov;31533.0;7298.0;0.0;40.0;600676487; >50K
 Federal-gov;148138.0;0.0;2002.0;40.0;547902028; <=50K
 Local-gov;30069.0;2635.0;0.0;40.0;400011575; <=50K
 ?;170182.0;0.0;0.0;40.0;468386591; <=50K
 Local-gov;230885.0;0.0;0.0;45.0;256062862; >50K
 Private;174102.0;0.0;0.0;40.0;449252647; >50K
 Private;352606.0;0.0;0.0;40.0;166224984; <=50K
 Private;241153.0;0.0;0.0;48.0;359092719; >50K
 Private;155433.0;0.0;0.0;35.0;435722459; <=50K
 Private;109414.0;0.0;1974.0;40.0;621489311; <=50K
 Private;125461.0;0.0;0.0;42.0;223045527; <=50K
 Private;331556.0;0.0;0.0;40.0;123654208; <=50K
 ?;138575.0;0.0;0.0;60.0;676802957; <=50K
 Private;223514.0;0.0;0.0;40.0;612956207; <=50K
 Private;115418.0;2174.0;0.0;45.0;449708134; <=50K
 Private;193026.0;0.0;1408.0;40.0;166276213; <=50K
 Private;147206.0;0.0;0.0;40.0;33249177; >50K
 Private;174592.0;0.0;0.0;40.0;329146261; <=50K
 Private;268620.0;0.0;0.0;45.0;225250986; <=50K
 Self-emp-not-inc;150886.0;0.0;0.0;25.0;172885666; <=50K
 Private;112362.0;0.0;0.0;40.0;510297030; <=50K
 Private;195507.0;0.0;0.0;55.0;22888055; <=50K
 Private;192983.0;0.0;0.0;40.0;723028823; <=50K
 Private;120544.0;0.0;0.0;15.0;466591262; <=50K
 Private;59083.0;0.0;0.0;40.0;412586437; <=50K
 Private;208277.0;0.0;0.0;45.0;512392985; >50K
 Local-gov;184678.0;0.0;0.0;40.0;232238144; <=50K
 Private;278736.0;0.0;0.0;50.0;416278249; <=50K
 Local-gov;39464.0;0.0;0.0;52.0;30201170; <=50K
 Private;162343.0;0.0;0.0;40.0;730582046; <=50K
 Private;204046.0;0.0;0.0;40.0;719154537; <=50K
 Private;255647.0;0.0;0.0;25.0;614369664; <=50K
 Private;123011.0;0.0;0.0;40.0;364225725; >50K
 Self-emp-not-inc;291362.0;0.0;0.0;50.0;482063568; <=50K
 Private;159187.0;0.0;0.0;40.0;409370824; >50K
 State-gov;126414.0;0.0;0.0;40.0;434602570; <=50K
 Private;227626.0;0.0;0.0;40.0;341173749; <=50K
 Self-emp-inc;173783.0;15024.0;0.0;60.0;213903126; >50K
 Private;211075.0;0.0;0.0;40.0;65638714; >50K
 Private;176756.0;0.0;1485.0;70.0;304712583; >50K
 Self-emp-not-inc;31095.0;4101.0;0.0;60.0;270015; <=50K
 Self-emp-not-inc;32372.0;0.0;1672.0;70.0;154564157; <=50K
 Private;331651.0;0.0;0.0;40.0;189863155; <=50K
 Local-gov;146325.0;0.0;1887.0;40.0;471965345; >50K
 Private;515025.0;0.0;0.0;40.0;158585818; <=50K
 Private;394474.0;0.0;0.0;40.0;614666900; <=50K
 Private;400535.0;3781.0;0.0;40.0;474269300; <=50K
 Self-emp-not-inc;337505.0;0.0;0.0;40.0;98751090; <=50K
 Private;211860.0;0.0;0.0;40.0;334943451; <=50K
 Private;102684.0;0.0;0.0;32.0;469858477; <=50K
 ?;225657.0;0.0;0.0;24.0;377393861; <=50K
 Private;121966.0;0.0;0.0;40.0;376287764; <=50K
 Private;396790.0;0.0;0.0;20.0;25320013; <=50K
 Local-gov;149949.0;0.0;0.0;45.0;675950062; >50K
 Private;252187.0;0.0;0.0;40.0;747463306; <=50K
 Private;209934.0;0.0;0.0;40.0;16678944; <=50K
 Federal-gov;229300.0;0.0;0.0;48.0;422746987; <=50K
 Private;170769.0;99999.0;0.0;60.0;471904484; >50K
 Private;200618.0;0.0;0.0;40.0;702353687; <=50K
 Private;216984.0;0.0;0.0;40.0;295852663; <=50K
 Private;212760.0;0.0;0.0;40.0;532489219; <=50K
 Private;150309.0;0.0;0.0;45.0;644988268; <=50K
 Private;174655.0;0.0;0.0;40.0;291714014; <=50K
 Private;109621.0;0.0;0.0;40.0;449832470; <=50K
 Private;225124.0;0.0;0.0;40.0;412098019; <=50K
 Private;172695.0;0.0;0.0;27.0;78329642; <=50K
 Self-emp-not-inc;238479.0;0.0;0.0;8.0;698232869; <=50K
 Private;37754.0;0.0;0.0;80.0;534158391; <=50K
 Private;85018.0;0.0;0.0;40.0;236941175; <=50K
 Private;256466.0;0.0;0.0;60.0;498910961; >50K
 Private;169188.0;0.0;0.0;25.0;14824399; <=50K
 Private;210945.0;0.0;0.0;40.0;597777130; >50K
 Local-gov;287031.0;0.0;0.0;45.0;519240899; >50K
 Private;224361.0;0.0;0.0;40.0;662410798; <=50K
 Federal-gov;108464.0;0.0;0.0;40.0;712832527; <=50K
 Private;75826.0;0.0;0.0;40.0;734408; <=50K
 Private;120277.0;0.0;0.0;40.0;297527318; >50K
 Private;104439.0;0.0;0.0;50.0;333328007; <=50K
 Private;56870.0;0.0;0.0;40.0;240036803; <=50K
 Private;200819.0;0.0;0.0;40.0;186726940; <=50K
 Self-emp-not-inc;170562.0;0.0;0.0;20.0;344857512; <=50K
 Private;80933.0;0.0;0.0;40.0;418258194; <=50K
 Private;33088.0;0.0;0.0;40.0;611236813; <=50K
 Local-gov;112763.0;7430.0;0.0;36.0;583570565; >50K
 Private;177651.0;0.0;0.0;45.0;164165305; <=50K
 Private;261943.0;0.0;0.0;40.0;233917398; <=50K
 Private;169785.0;0.0;0.0;40.0;93580862; <=50K
 Private;141481.0;0.0;0.0;50.0;622184999; <=50K
 Private;433491.0;0.0;0.0;40.0;140282873; <=50K
 Local-gov;86615.0;0.0;0.0;30.0;443920647; <=50K
 Private;125550.0;0.0;0.0;40.0;543238113; >50K
 State-gov;421223.0;0.0;0.0;40.0;614950649; <=50K
 Private;26999.0;0.0;0.0;42.0;389246938; <=50K
 Self-emp-not-inc;241998.0;99999.0;0.0;20.0;572332881; >50K
 ?;133861.0;0.0;0.0;25.0;461105244; <=50K
 Private;115323.0;0.0;0.0;40.0;318085819; >50K
 Self-emp-inc;23778.0;0.0;0.0;50.0;313067402; <=50K
 Self-emp-not-inc;190836.0;0.0;0.0;50.0;373082469; >50K
 Self-emp-inc;159179.0;0.0;0.0;45.0;720445410; >50K
 ?;205479.0;0.0;0.0;50.0;274856127; >50K
 ?;47713.0;0.0;0.0;40.0;38363322; <=50K
 Private;163237.0;0.0;0.0;52.0;358642413; >50K
 Private;202202.0;0.0;0.0;40.0;519489072; <=50K
 Private;168837.0;0.0;0.0;40.0;750346254; <=50K
 Private;112271.0;0.0;0.0;40.0;572540895; <=50K
 Private;52537.0;0.0;0.0;30.0;348218175; <=50K
 Private;38353.0;0.0;0.0;60.0;365361241; <=50K
 Private;141698.0;0.0;0.0;40.0;268565754; <=50K
 Private;28856.0;0.0;0.0;40.0;320915475; <=50K
 Private;175652.0;0.0;0.0;15.0;172193128; <=50K
 Private;213008.0;0.0;0.0;40.0;104605323; <=50K
 Private;196501.0;14084.0;0.0;50.0;571466609; >50K
 Private;118798.0;99999.0;0.0;40.0;410701908; >50K
 Private;92463.0;0.0;0.0;40.0;37349097; <=50K
 State-gov;125165.0;0.0;0.0;25.0;132780894; <=50K
 Self-emp-not-inc;103980.0;0.0;0.0;50.0;29631795; <=50K
 ?;180362.0;0.0;0.0;40.0;468184947; <=50K
 Private;53903.0;0.0;0.0;40.0;150186069; <=50K
 Private;179735.0;0.0;0.0;50.0;535489611; <=50K
 ?;277390.0;0.0;0.0;30.0;635737554; >50K
 Private;122177.0;0.0;0.0;80.0;524287278; <=50K
 Private;188161.0;0.0;0.0;40.0;409176283; <=50K
 Self-emp-not-inc;170108.0;0.0;0.0;50.0;652825467; <=50K
 Private;175262.0;0.0;0.0;40.0;310805426; <=50K
 ?;204441.0;0.0;0.0;20.0;88624178; <=50K
 Private;164395.0;0.0;0.0;25.0;279191912; <=50K
 Private;115630.0;0.0;0.0;20.0;149668491; <=50K
 Private;178815.0;0.0;0.0;55.0;200389562; <=50K
 Self-emp-not-inc;168223.0;0.0;0.0;30.0;38289085; <=50K
 Local-gov;202560.0;0.0;1408.0;40.0;276079831; <=50K
 Private;100295.0;0.0;0.0;50.0;441890482; >50K
 Private;172256.0;0.0;0.0;44.0;382360644; >50K
 Private;51664.0;0.0;0.0;40.0;140627459; <=50K
 State-gov;358893.0;0.0;2339.0;40.0;440924570; <=50K
 Private;115963.0;0.0;0.0;40.0;686339501; <=50K
 Private;333910.0;0.0;0.0;43.0;507552514; <=50K
 Private;148948.0;0.0;0.0;45.0;366768353; <=50K
 State-gov;130561.0;0.0;0.0;24.0;625334583; <=50K
 Private;428350.0;0.0;0.0;15.0;527882273; <=50K
 Private;188808.0;0.0;0.0;45.0;406779618; >50K
 Private;112847.0;0.0;0.0;40.0;653662285; <=50K
 Private;110748.0;0.0;0.0;40.0;313718420; <=50K
 Self-emp-inc;156653.0;0.0;0.0;55.0;64664114; <=50K
 Private;196491.0;0.0;0.0;50.0;324165004; <=50K
 Local-gov;254413.0;0.0;0.0;40.0;135690802; <=50K
 Private;91262.0;0.0;0.0;45.0;379659535; <=50K
 Self-emp-not-inc;154785.0;0.0;0.0;80.0;249009394; <=50K
 Private;84231.0;0.0;0.0;50.0;68373964; <=50K
 Private;226327.0;0.0;0.0;40.0;128554294; <=50K
 Private;248406.0;0.0;0.0;32.0;387445258; <=50K
 Private;54317.0;0.0;1672.0;50.0;325043271; <=50K
 ?;32732.0;0.0;0.0;50.0;479184574; <=50K
 Private;95918.0;0.0;0.0;40.0;157253362; <=50K
 Local-gov;375675.0;0.0;0.0;35.0;354640699; >50K
 Private;244172.0;0.0;0.0;40.0;485725467; <=50K
 Federal-gov;233555.0;0.0;0.0;40.0;446748937; <=50K
 Private;326342.0;2635.0;0.0;37.0;718581997; <=50K
 Private;77271.0;0.0;0.0;20.0;472217505; <=50K
 Private;33397.0;0.0;0.0;35.0;423393876; <=50K
 Private;446358.0;0.0;0.0;41.0;540068781; <=50K
 Private;151810.0;0.0;0.0;28.0;339408852; <=50K
 Private;125461.0;0.0;0.0;35.0;181452473; >50K
 Private;133906.0;0.0;0.0;40.0;444911714; <=50K
 Private;155106.0;0.0;0.0;40.0;252324949; <=50K
 Federal-gov;203637.0;7298.0;0.0;40.0;224900098; >50K
 Private;232766.0;0.0;0.0;40.0;633647427; <=50K
 Private;305319.0;0.0;0.0;40.0;396874933; <=50K
 Private;121023.0;0.0;0.0;15.0;434486033; <=50K
 Private;198997.0;0.0;0.0;20.0;418034689; <=50K
 Private;167140.0;99999.0;0.0;70.0;464145051; >50K
 Private;38772.0;0.0;0.0;50.0;439105921; <=50K
 Private;253759.0;0.0;0.0;40.0;745662951; <=50K
 Private;130067.0;0.0;0.0;65.0;3974140; <=50K
 Private;203828.0;0.0;0.0;40.0;490481488; <=50K
 State-gov;221558.0;0.0;0.0;24.0;492294896; <=50K
 Private;156464.0;0.0;0.0;40.0;535789381; <=50K
 Private;72333.0;0.0;0.0;40.0;623023497; <=50K
 Local-gov;83671.0;0.0;0.0;50.0;123675892; <=50K
 Private;339482.0;0.0;1848.0;40.0;410156645; >50K
 Private;91928.0;0.0;0.0;35.0;628825746; <=50K
 Private;99203.0;0.0;0.0;40.0;36857324; <=50K
 Self-emp-inc;455995.0;0.0;0.0;65.0;742405073; >50K
 Private;192515.0;0.0;0.0;40.0;429286913; <=50K
 Self-emp-not-inc;111483.0;0.0;2174.0;10.0;180051613; >50K
 Private;221129.0;0.0;0.0;40.0;593475896; <=50K
 Private;85413.0;0.0;0.0;44.0;661587324; >50K
 Private;196125.0;0.0;0.0;40.0;68269002; <=50K
 Private;265638.0;0.0;0.0;40.0;67882680; <=50K
 Private;177727.0;0.0;0.0;40.0;67275344; >50K
 Private;205822.0;0.0;0.0;40.0;130895499; >50K
 Private;112607.0;0.0;0.0;60.0;357944926; <=50K
 Federal-gov;177595.0;0.0;1579.0;40.0;668002078; <=50K
 Private;183315.0;0.0;0.0;10.0;385087498; <=50K
 Private;116279.0;0.0;0.0;43.0;472022328; <=50K
 Federal-gov;122493.0;4064.0;0.0;40.0;333476227; <=50K
 Private;215419.0;0.0;0.0;25.0;358791563; <=50K
 Private;310101.0;0.0;0.0;40.0;395741520; <=50K
 Self-emp-inc;61885.0;0.0;0.0;60.0;390830758; >50K
 Private;59107.0;4101.0;0.0;40.0;381279038; <=50K
 Private;227214.0;0.0;0.0;40.0;724311268; <=50K
 Private;239450.0;0.0;0.0;40.0;677120925; <=50K
 Private;118847.0;0.0;0.0;20.0;147982969; <=50K
 Self-emp-not-inc;95226.0;0.0;0.0;50.0;514873416; <=50K
 ?;659273.0;0.0;0.0;40.0;48772241; <=50K
 Private;215395.0;0.0;0.0;40.0;252021337; <=50K
 Private;170600.0;0.0;0.0;40.0;110770822; <=50K
 Self-emp-not-inc;91044.0;0.0;0.0;15.0;46165575; <=50K
 Private;318639.0;0.0;0.0;60.0;184181270; <=50K
 Private;160398.0;0.0;0.0;40.0;261981531; <=50K
 Self-emp-not-inc;216824.0;0.0;0.0;30.0;705675673; <=50K
 Private;308945.0;0.0;0.0;75.0;429159220; <=50K
 Private;30840.0;0.0;0.0;40.0;473975253; >50K
 Private;99309.0;0.0;0.0;50.0;512133255; <=50K
 Private;188576.0;0.0;0.0;40.0;757605156; >50K
 Private;83064.0;0.0;0.0;40.0;347430073; >50K
 Private;403865.0;0.0;0.0;56.0;734379038; <=50K
 Private;235786.0;0.0;0.0;44.0;291142515; >50K
 Private;191893.0;0.0;0.0;24.0;127303969; <=50K
 Local-gov;149184.0;0.0;0.0;97.0;176195241; >50K
 Private;152909.0;7688.0;0.0;40.0;532340152; >50K
 Private;435604.0;0.0;0.0;40.0;326570800; <=50K
 Self-emp-inc;109282.0;0.0;0.0;52.0;592924005; >50K
 Private;248178.0;0.0;0.0;35.0;120621026; <=50K
 ?;112683.0;0.0;0.0;32.0;303252686; <=50K
 Private;209103.0;3464.0;0.0;40.0;300816730; <=50K
 Private;183639.0;0.0;0.0;40.0;498708582; <=50K
 Local-gov;107233.0;0.0;0.0;55.0;479623105; <=50K
 Private;175387.0;0.0;1876.0;40.0;140189406; <=50K
 Self-emp-not-inc;178255.0;0.0;0.0;70.0;609672627; <=50K
 Self-emp-not-inc;38223.0;0.0;0.0;70.0;244985311; <=50K
 Private;228873.0;0.0;0.0;45.0;193109556; >50K
 Private;202182.0;0.0;0.0;50.0;255155888; <=50K
 Local-gov;425092.0;2174.0;0.0;40.0;322544898; <=50K
 Self-emp-not-inc;152587.0;0.0;0.0;40.0;411162996; <=50K
 Self-emp-inc;39089.0;3103.0;0.0;50.0;219226709; >50K
 Private;204304.0;0.0;0.0;50.0;729873552; >50K
 Private;116103.0;4934.0;0.0;47.0;681098151; >50K
 Private;290640.0;0.0;0.0;40.0;201278980; <=50K
 Federal-gov;81973.0;0.0;1485.0;40.0;268938407; >50K
 Private;134890.0;0.0;0.0;40.0;495385559; >50K
 Private;452924.0;0.0;0.0;40.0;432324234; <=50K
 Private;245193.0;0.0;0.0;60.0;167299960; >50K
 State-gov;34339.0;0.0;0.0;40.0;664464760; <=50K
 Private;184756.0;0.0;0.0;12.0;671240896; <=50K
 Private;392160.0;0.0;0.0;25.0;621617508; <=50K
 Private;168337.0;0.0;0.0;40.0;90880284; <=50K
 Private;309513.0;0.0;0.0;40.0;246930560; <=50K
 Private;77219.0;0.0;0.0;37.0;545809317; <=50K
 Private;212888.0;0.0;0.0;45.0;174213783; <=50K
 Private;361888.0;10520.0;0.0;40.0;694284404; >50K
 Local-gov;237879.0;0.0;0.0;58.0;697492813; <=50K
 Self-emp-not-inc;93099.0;0.0;0.0;25.0;176912294; <=50K
 Private;225193.0;0.0;0.0;40.0;357894475; <=50K
 Private;50814.0;0.0;0.0;40.0;756538335; <=50K
 Local-gov;123681.0;7688.0;0.0;60.0;130022368; >50K
 Private;249351.0;0.0;0.0;40.0;174249691; <=50K
 Self-emp-not-inc;222311.0;7688.0;0.0;55.0;655452087; >50K
 Private;301762.0;0.0;0.0;25.0;412464998; <=50K
 Private;195298.0;0.0;0.0;50.0;453424806; >50K
 Private;541737.0;2050.0;0.0;24.0;157542331; <=50K
 Private;241065.0;0.0;0.0;66.0;598803789; <=50K
 Private;129513.0;0.0;0.0;60.0;633124301; >50K
 Private;374262.0;0.0;0.0;20.0;171531404; <=50K
 Private;382146.0;0.0;0.0;40.0;687063493; <=50K
 ?;185291.0;0.0;0.0;6.0;271278604; <=50K
 Private;30447.0;0.0;0.0;50.0;351353713; <=50K
 Private;49893.0;0.0;0.0;45.0;332409753; <=50K
 Private;197387.0;0.0;0.0;24.0;544273702; <=50K
 Self-emp-not-inc;111957.0;0.0;0.0;52.0;339016011; <=50K
 Private;340458.0;0.0;0.0;40.0;584010529; <=50K
 Private;185670.0;0.0;0.0;21.0;422106682; <=50K
 Private;210945.0;0.0;0.0;24.0;14013642; <=50K
 Private;350661.0;0.0;0.0;50.0;82014303; >50K
 Private;190543.0;0.0;0.0;40.0;681284154; >50K
 Private;70261.0;0.0;0.0;30.0;115986261; <=50K
 Self-emp-not-inc;179048.0;0.0;0.0;60.0;329179860; <=50K
 Private;242094.0;0.0;0.0;40.0;670690372; <=50K
 Self-emp-not-inc;117634.0;0.0;0.0;30.0;382574654; <=50K
 Private;82531.0;0.0;0.0;40.0;620074976; <=50K
 Private;193374.0;0.0;0.0;40.0;577067144; <=50K
 ?;186420.0;0.0;0.0;40.0;119652159; <=50K
 Private;323605.0;0.0;0.0;60.0;535140749; >50K
 Private;371064.0;0.0;0.0;40.0;389812729; <=50K
 Private;39927.0;0.0;0.0;8.0;473922444; <=50K
 Private;64292.0;0.0;0.0;37.0;266035699; <=50K
 Private;198660.0;99999.0;0.0;56.0;226967109; >50K
 ?;196975.0;0.0;0.0;45.0;301869116; <=50K
 Private;210165.0;0.0;0.0;50.0;766166892; <=50K
 Private;144137.0;0.0;0.0;30.0;621483611; <=50K
 Local-gov;155657.0;0.0;0.0;40.0;477305174; <=50K
 ?;72953.0;0.0;0.0;40.0;23536113; <=50K
 Self-emp-not-inc;107548.0;0.0;0.0;40.0;45906616; <=50K
 Private;163258.0;0.0;0.0;40.0;420883842; <=50K
 Private;221324.0;0.0;0.0;40.0;583229088; <=50K
 Private;444822.0;0.0;0.0;8.0;687751128; <=50K
 Private;154398.0;0.0;0.0;16.0;27146010; <=50K
 Private;120672.0;0.0;1721.0;40.0;157082455; <=50K
 Private;159650.0;0.0;0.0;60.0;399013313; >50K
 Private;290754.0;0.0;0.0;40.0;316552908; <=50K
 Private;49654.0;0.0;0.0;52.0;357479911; <=50K
 Federal-gov;147352.0;0.0;0.0;40.0;764080023; <=50K
 Private;227943.0;0.0;0.0;30.0;588942909; <=50K
 Private;423024.0;0.0;0.0;20.0;590414338; <=50K
 ?;64322.0;0.0;0.0;40.0;655222070; <=50K
 Private;445940.0;0.0;0.0;40.0;17820882; <=50K
 Private;230824.0;0.0;0.0;40.0;389790236; <=50K
 Private;48882.0;0.0;0.0;40.0;299854824; <=50K
 Private;168195.0;0.0;0.0;55.0;472613069; <=50K
 Local-gov;188644.0;0.0;0.0;40.0;17037409; <=50K
 Private;136077.0;0.0;0.0;40.0;517698774; <=50K
 State-gov;119793.0;0.0;0.0;40.0;606412960; <=50K
 Private;336513.0;0.0;0.0;45.0;775834944; <=50K
 Private;186991.0;0.0;0.0;40.0;402319199; <=50K
 ?;218948.0;0.0;0.0;32.0;336424040; <=50K
 Private;211435.0;0.0;0.0;40.0;742055471; <=50K
 Self-emp-not-inc;280169.0;3456.0;0.0;8.0;660229586; <=50K
 Private;109997.0;0.0;0.0;40.0;420422369; <=50K
 Private;286789.0;0.0;0.0;45.0;36534565; >50K
 Private;102460.0;0.0;0.0;40.0;89338835; <=50K
 Private;287160.0;0.0;0.0;15.0;322929912; <=50K
 Private;198097.0;0.0;0.0;50.0;501240821; <=50K
 Private;119111.0;0.0;0.0;40.0;723989988; <=50K
 Private;174461.0;0.0;0.0;50.0;729793388; <=50K
 Self-emp-not-inc;281678.0;0.0;0.0;55.0;71174219; <=50K
 ?;377725.0;0.0;0.0;40.0;309584830; <=50K
 Private;151053.0;0.0;0.0;40.0;200085109; >50K
 Local-gov;186539.0;0.0;0.0;40.0;204978899; >50K
 ?;149478.0;0.0;0.0;25.0;273454737; <=50K
 Private;198452.0;0.0;0.0;40.0;237557812; <=50K
 Private;198863.0;0.0;2559.0;60.0;514202244; >50K
 Private;176711.0;0.0;0.0;40.0;351137136; <=50K
 Private;165310.0;0.0;0.0;20.0;573403452; <=50K
 Private;213008.0;0.0;0.0;40.0;722380551; <=50K
 State-gov;38251.0;0.0;0.0;20.0;176473796; <=50K
 Private;125761.0;0.0;0.0;36.0;485614828; <=50K
 Private;148645.0;0.0;0.0;40.0;657302707; <=50K
 Private;273435.0;0.0;1579.0;40.0;88066259; <=50K
 Private;208613.0;0.0;0.0;40.0;252460657; <=50K
 Private;192565.0;0.0;0.0;40.0;169949148; <=50K
 Private;183885.0;0.0;0.0;30.0;135799711; <=50K
 Self-emp-not-inc;243631.0;0.0;0.0;40.0;622943533; <=50K
 Private;191754.0;0.0;0.0;50.0;494689785; >50K
 Private;261278.0;0.0;0.0;30.0;394238159; <=50K
 Private;127014.0;0.0;0.0;60.0;636311156; <=50K
 Private;197919.0;0.0;0.0;40.0;395184249; <=50K
 Private;217460.0;0.0;0.0;40.0;241332691; >50K
 Private;86551.0;0.0;0.0;40.0;217349427; >50K
 Self-emp-inc;98051.0;0.0;0.0;54.0;478849509; >50K
 Private;215917.0;0.0;0.0;40.0;592839368; <=50K
 Self-emp-not-inc;192982.0;0.0;0.0;85.0;502819079; <=50K
 Self-emp-not-inc;334132.0;0.0;0.0;78.0;747288800; <=50K
 Private;136986.0;0.0;0.0;40.0;19441697; >50K
 Private;116812.0;0.0;0.0;40.0;423841906; <=50K
 Private;189123.0;0.0;1485.0;58.0;108135293; <=50K
 Private;89648.0;0.0;0.0;50.0;80771025; <=50K
 ?;190027.0;0.0;0.0;20.0;349793866; <=50K
 Private;99248.0;0.0;0.0;40.0;695987450; <=50K
